IDCode,gmm_bic_best_label,gmm_aic_best_label,gmm_aicc_best_label,narrative_best_label,narrative_text
koqa816,1,2,1,17,"The student answered 57 items with high accuracy (94.74% proportion correct). Their responses are moderate on average (mean response time 16.29 seconds) and moderately variable in timing (response-time variance 167.68, coefficient of variation 0.80). They have a long longest correct streak (33 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.89)."
dyhi182,0,0,3,18,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 21.38 seconds) and highly variable in timing (response-time variance 482.67, coefficient of variation 1.03). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
geka905,3,0,1,18,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are slow on average (mean response time 22.31 seconds) and highly variable in timing (response-time variance 352.70, coefficient of variation 0.84). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
saze236,0,0,3,18,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 22.45 seconds) and highly variable in timing (response-time variance 540.87, coefficient of variation 1.04). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
bejy525,0,0,3,18,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 22.32 seconds) and highly variable in timing (response-time variance 496.16, coefficient of variation 1.00). They have a long longest correct streak (18 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
gopa505,0,7,2,18,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are slow on average (mean response time 32.11 seconds) and highly variable in timing (response-time variance 632.69, coefficient of variation 0.78). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
ryfy568,0,5,3,19,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 13.10 seconds) and stable in timing (response-time variance 155.34, coefficient of variation 0.95). They have a short longest correct streak (8 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
tivy194,0,5,3,19,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 13.27 seconds) and stable in timing (response-time variance 114.29, coefficient of variation 0.81). They have a short longest correct streak (7 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
jyly989,0,5,3,19,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 8.78 seconds) and stable in timing (response-time variance 70.38, coefficient of variation 0.96). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
texu966,4,5,3,19,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are fast on average (mean response time 14.62 seconds) and stable in timing (response-time variance 103.72, coefficient of variation 0.70). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
zivi062,0,5,3,19,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 11.82 seconds) and stable in timing (response-time variance 55.58, coefficient of variation 0.63). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
bomo360,1,6,1,20,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 15.24 seconds) and moderately variable in timing (response-time variance 176.27, coefficient of variation 0.87). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
fore104,3,6,1,20,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 18.59 seconds) and moderately variable in timing (response-time variance 219.64, coefficient of variation 0.80). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
zuwa573,3,6,1,20,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 15.26 seconds) and moderately variable in timing (response-time variance 253.78, coefficient of variation 1.04). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
qami382,3,6,1,20,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 18.88 seconds) and moderately variable in timing (response-time variance 325.60, coefficient of variation 0.96). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
wyxo615,3,6,1,20,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 15.37 seconds) and moderately variable in timing (response-time variance 310.98, coefficient of variation 1.15). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
cywo537,0,0,3,21,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 18.52 seconds) and moderately variable in timing (response-time variance 318.05, coefficient of variation 0.96). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
tiro932,3,0,1,21,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 16.57 seconds) and moderately variable in timing (response-time variance 232.26, coefficient of variation 0.92). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
davu999,3,0,1,21,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 15.93 seconds) and moderately variable in timing (response-time variance 229.49, coefficient of variation 0.95). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
katu927,3,9,1,21,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 17.32 seconds) and moderately variable in timing (response-time variance 188.16, coefficient of variation 0.79). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
lilo882,3,0,1,21,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 19.16 seconds) and moderately variable in timing (response-time variance 287.14, coefficient of variation 0.88). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
dasy955,0,9,3,22,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are fast on average (mean response time 13.76 seconds) and stable in timing (response-time variance 118.45, coefficient of variation 0.79). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
kebi083,3,9,3,22,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 10.98 seconds) and stable in timing (response-time variance 68.70, coefficient of variation 0.76). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
mipe544,3,9,1,22,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 14.05 seconds) and stable in timing (response-time variance 56.50, coefficient of variation 0.53). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
buny935,3,9,1,22,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 13.11 seconds) and stable in timing (response-time variance 116.85, coefficient of variation 0.82). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
hywy001,3,9,3,22,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are fast on average (mean response time 14.03 seconds) and stable in timing (response-time variance 109.13, coefficient of variation 0.74). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
vani542,0,0,3,23,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are fast on average (mean response time 14.15 seconds) and moderately variable in timing (response-time variance 224.54, coefficient of variation 1.06). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
turi097,0,5,3,23,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 13.99 seconds) and moderately variable in timing (response-time variance 232.45, coefficient of variation 1.09). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
rapo919,3,8,2,23,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 11.95 seconds) and moderately variable in timing (response-time variance 285.41, coefficient of variation 1.41). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
wype120,0,5,3,23,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 14.01 seconds) and moderately variable in timing (response-time variance 296.28, coefficient of variation 1.23). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
jyma323,3,0,1,23,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are fast on average (mean response time 13.42 seconds) and moderately variable in timing (response-time variance 197.16, coefficient of variation 1.05). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
qiqi041,0,5,3,24,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 14.86 seconds) and stable in timing (response-time variance 123.21, coefficient of variation 0.75). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
hadi890,3,9,3,24,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are moderate on average (mean response time 17.19 seconds) and stable in timing (response-time variance 130.86, coefficient of variation 0.67). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
vyva107,3,9,1,24,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 15.78 seconds) and stable in timing (response-time variance 129.24, coefficient of variation 0.72). They have a long longest correct streak (26 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
togu404,3,9,1,24,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 18.22 seconds) and stable in timing (response-time variance 132.57, coefficient of variation 0.63). They have a long longest correct streak (18 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
biqe951,3,9,1,24,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 15.21 seconds) and stable in timing (response-time variance 107.60, coefficient of variation 0.68). They have a moderate longest correct streak (12 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
waho571,0,5,3,25,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 21.40 seconds) and stable in timing (response-time variance 140.24, coefficient of variation 0.55). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
hyge979,3,0,2,26,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 17.84 seconds) and highly variable in timing (response-time variance 541.07, coefficient of variation 1.30). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
jago498,3,6,1,26,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 16.40 seconds) and highly variable in timing (response-time variance 342.94, coefficient of variation 1.13). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
qyxy586,3,6,1,26,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 17.67 seconds) and highly variable in timing (response-time variance 369.87, coefficient of variation 1.09). They have a long longest correct streak (30 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
gony054,3,6,1,26,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 17.74 seconds) and highly variable in timing (response-time variance 337.73, coefficient of variation 1.04). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
kaxu871,3,0,2,26,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 18.70 seconds) and highly variable in timing (response-time variance 562.71, coefficient of variation 1.27). They have a moderate longest correct streak (16 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
vudi262,0,5,3,27,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 14.38 seconds) and moderately variable in timing (response-time variance 204.82, coefficient of variation 1.00). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
tuga736,4,5,3,27,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are fast on average (mean response time 11.69 seconds) and moderately variable in timing (response-time variance 167.80, coefficient of variation 1.11). They have a short longest correct streak (8 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
tuza510,0,5,3,28,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 18.38 seconds) and moderately variable in timing (response-time variance 254.96, coefficient of variation 0.87). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
qedo478,4,5,3,28,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 18.59 seconds) and moderately variable in timing (response-time variance 199.84, coefficient of variation 0.76). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
kami789,4,5,3,28,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 18.37 seconds) and moderately variable in timing (response-time variance 329.46, coefficient of variation 0.99). They have a short longest correct streak (8 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
bofi991,4,5,3,28,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 16.53 seconds) and moderately variable in timing (response-time variance 166.94, coefficient of variation 0.78). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
keho061,0,5,3,28,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 16.27 seconds) and moderately variable in timing (response-time variance 166.06, coefficient of variation 0.79). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
kyzy131,4,4,3,29,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 18.32 seconds) and moderately variable in timing (response-time variance 228.06, coefficient of variation 0.82). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
cupe992,2,1,0,29,"The student answered 57 items with low accuracy (31.58% proportion correct). Their responses are moderate on average (mean response time 17.96 seconds) and moderately variable in timing (response-time variance 229.44, coefficient of variation 0.84). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.18)."
xime971,4,4,0,29,"The student answered 57 items with low accuracy (49.12% proportion correct). Their responses are moderate on average (mean response time 14.67 seconds) and moderately variable in timing (response-time variance 172.65, coefficient of variation 0.90). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
xyfe491,4,4,0,29,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are moderate on average (mean response time 15.06 seconds) and moderately variable in timing (response-time variance 157.49, coefficient of variation 0.83). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.21)."
karo919,4,4,0,29,"The student answered 57 items with low accuracy (43.86% proportion correct). Their responses are moderate on average (mean response time 16.25 seconds) and moderately variable in timing (response-time variance 255.81, coefficient of variation 0.98). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.30)."
vuzo690,5,0,2,30,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 22.27 seconds) and highly variable in timing (response-time variance 712.24, coefficient of variation 1.20). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
guzo911,0,0,3,30,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 24.17 seconds) and highly variable in timing (response-time variance 454.28, coefficient of variation 0.88). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
wyva352,5,0,2,30,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are slow on average (mean response time 28.06 seconds) and highly variable in timing (response-time variance 588.14, coefficient of variation 0.86). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
puca767,3,0,3,30,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 20.40 seconds) and highly variable in timing (response-time variance 389.29, coefficient of variation 0.97). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
kuqy630,5,0,2,30,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are slow on average (mean response time 25.61 seconds) and highly variable in timing (response-time variance 638.33, coefficient of variation 0.99). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
sipy389,2,4,0,31,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are slow on average (mean response time 20.45 seconds) and stable in timing (response-time variance 145.79, coefficient of variation 0.59). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (27 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
mika525,4,5,3,32,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 15.39 seconds) and stable in timing (response-time variance 94.55, coefficient of variation 0.63). They have a short longest correct streak (11 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
xamy888,0,5,3,32,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 15.67 seconds) and stable in timing (response-time variance 109.51, coefficient of variation 0.67). They have a short longest correct streak (8 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
risy585,0,5,3,32,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 14.81 seconds) and stable in timing (response-time variance 80.42, coefficient of variation 0.61). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
zoka501,0,5,3,32,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 15.80 seconds) and stable in timing (response-time variance 109.20, coefficient of variation 0.66). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
jicu869,0,5,3,32,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 16.28 seconds) and stable in timing (response-time variance 145.59, coefficient of variation 0.74). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
moku835,1,2,1,33,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are fast on average (mean response time 10.21 seconds) and stable in timing (response-time variance 82.11, coefficient of variation 0.89). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
jemy300,1,2,1,33,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 13.14 seconds) and stable in timing (response-time variance 148.88, coefficient of variation 0.93). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
fifa517,1,2,1,33,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 10.39 seconds) and stable in timing (response-time variance 110.74, coefficient of variation 1.01). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
gahu141,1,2,1,33,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are fast on average (mean response time 13.05 seconds) and stable in timing (response-time variance 146.80, coefficient of variation 0.93). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
xyhi085,1,2,1,33,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 10.26 seconds) and stable in timing (response-time variance 79.64, coefficient of variation 0.87). They have a long longest correct streak (28 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
