IDCode,narrative_text
cogu074,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are slow on average (mean response time 19.43 seconds) and moderately variable in timing (response-time variance 324.01, coefficient of variation 0.93). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
rapo615,"The student answered 57 items with low accuracy (47.37% proportion correct). Their responses are slow on average (mean response time 30.65 seconds) and highly variable in timing (response-time variance 600.75, coefficient of variation 0.80). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (19 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
zady580,"The student answered 57 items with low accuracy (59.65% proportion correct). Their responses are slow on average (mean response time 27.18 seconds) and highly variable in timing (response-time variance 706.06, coefficient of variation 0.98). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
nujo284,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 21.19 seconds) and highly variable in timing (response-time variance 491.21, coefficient of variation 1.05). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
syzu625,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 23.75 seconds) and highly variable in timing (response-time variance 1100.69, coefficient of variation 1.40). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
myte214,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 30.38 seconds) and highly variable in timing (response-time variance 2182.39, coefficient of variation 1.54). They have a moderate longest correct streak (12 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
tyzo440,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are slow on average (mean response time 24.26 seconds) and highly variable in timing (response-time variance 449.15, coefficient of variation 0.87). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
vyzo298,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are fast on average (mean response time 14.33 seconds) and stable in timing (response-time variance 104.68, coefficient of variation 0.71). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
hiwu589,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 21.69 seconds) and highly variable in timing (response-time variance 1769.19, coefficient of variation 1.94). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
sazy810,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 15.72 seconds) and moderately variable in timing (response-time variance 192.67, coefficient of variation 0.88). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
turi097,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 13.99 seconds) and moderately variable in timing (response-time variance 232.45, coefficient of variation 1.09). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
foji729,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are fast on average (mean response time 13.37 seconds) and stable in timing (response-time variance 107.37, coefficient of variation 0.77). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
dexe201,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 16.82 seconds) and moderately variable in timing (response-time variance 211.15, coefficient of variation 0.86). They have a short longest correct streak (9 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
dosu709,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 23.54 seconds) and highly variable in timing (response-time variance 462.06, coefficient of variation 0.91). They have a long longest correct streak (18 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
doxe392,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are slow on average (mean response time 29.10 seconds) and highly variable in timing (response-time variance 2198.61, coefficient of variation 1.61). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
culu497,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 21.12 seconds) and highly variable in timing (response-time variance 408.46, coefficient of variation 0.96). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
lije367,"The student answered 57 items with high accuracy (91.23% proportion correct). Their responses are slow on average (mean response time 22.93 seconds) and highly variable in timing (response-time variance 924.50, coefficient of variation 1.33). They have a long longest correct streak (34 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
vice024,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 9.80 seconds) and stable in timing (response-time variance 53.15, coefficient of variation 0.74). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
kapy740,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are slow on average (mean response time 19.61 seconds) and moderately variable in timing (response-time variance 285.94, coefficient of variation 0.86). They have a long longest correct streak (33 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
vudi262,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 14.38 seconds) and moderately variable in timing (response-time variance 204.82, coefficient of variation 1.00). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
tuza510,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 18.38 seconds) and moderately variable in timing (response-time variance 254.96, coefficient of variation 0.87). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
tubo945,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are fast on average (mean response time 11.69 seconds) and moderately variable in timing (response-time variance 158.88, coefficient of variation 1.08). They have a long longest correct streak (28 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
bofi323,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 21.64 seconds) and moderately variable in timing (response-time variance 242.04, coefficient of variation 0.72). They have a long longest correct streak (23 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
zeji633,"The student answered 57 items with low accuracy (29.82% proportion correct). Their responses are slow on average (mean response time 20.18 seconds) and highly variable in timing (response-time variance 807.07, coefficient of variation 1.41). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (20 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
bowo488,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are slow on average (mean response time 20.94 seconds) and highly variable in timing (response-time variance 486.62, coefficient of variation 1.05). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
pipo687,"The student answered 57 items with low accuracy (35.09% proportion correct). Their responses are slow on average (mean response time 23.50 seconds) and highly variable in timing (response-time variance 861.98, coefficient of variation 1.25). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (22 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
core934,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 22.56 seconds) and highly variable in timing (response-time variance 622.21, coefficient of variation 1.11). They have a moderate longest correct streak (13 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
dedu084,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are slow on average (mean response time 20.35 seconds) and moderately variable in timing (response-time variance 257.37, coefficient of variation 0.79). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (22 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
lowa532,"The student answered 57 items with low accuracy (22.81% proportion correct). Their responses are slow on average (mean response time 22.30 seconds) and moderately variable in timing (response-time variance 329.37, coefficient of variation 0.81). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (33 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.11)."
zuha759,"The student answered 57 items with low accuracy (29.82% proportion correct). Their responses are slow on average (mean response time 22.42 seconds) and highly variable in timing (response-time variance 372.29, coefficient of variation 0.86). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (22 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
qafu966,"The student answered 57 items with low accuracy (26.32% proportion correct). Their responses are slow on average (mean response time 27.13 seconds) and highly variable in timing (response-time variance 1397.45, coefficient of variation 1.38). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (31 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
lobo127,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are slow on average (mean response time 22.05 seconds) and highly variable in timing (response-time variance 350.12, coefficient of variation 0.85). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
homa046,"The student answered 57 items with low accuracy (35.09% proportion correct). Their responses are slow on average (mean response time 33.09 seconds) and highly variable in timing (response-time variance 1410.61, coefficient of variation 1.13). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.20)."
keno764,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are moderate on average (mean response time 15.68 seconds) and stable in timing (response-time variance 31.89, coefficient of variation 0.36). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
habe142,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are slow on average (mean response time 19.81 seconds) and moderately variable in timing (response-time variance 248.16, coefficient of variation 0.80). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
joti731,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 12.34 seconds) and stable in timing (response-time variance 114.39, coefficient of variation 0.87). They have a long longest correct streak (24 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
reve265,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are fast on average (mean response time 14.44 seconds) and stable in timing (response-time variance 137.15, coefficient of variation 0.81). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
cyca115,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 13.74 seconds) and moderately variable in timing (response-time variance 179.44, coefficient of variation 0.97). They have a long longest correct streak (29 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
rawo522,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 18.31 seconds) and moderately variable in timing (response-time variance 280.86, coefficient of variation 0.92). They have a long longest correct streak (37 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
pogi169,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 29.18 seconds) and highly variable in timing (response-time variance 580.71, coefficient of variation 0.83). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
vepi727,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 25.04 seconds) and moderately variable in timing (response-time variance 233.71, coefficient of variation 0.61). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
risy585,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 14.81 seconds) and stable in timing (response-time variance 80.42, coefficient of variation 0.61). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
fefu774,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are fast on average (mean response time 13.75 seconds) and stable in timing (response-time variance 136.36, coefficient of variation 0.85). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
wyxo615,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 15.37 seconds) and moderately variable in timing (response-time variance 310.98, coefficient of variation 1.15). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
ciby707,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are slow on average (mean response time 24.04 seconds) and highly variable in timing (response-time variance 1753.74, coefficient of variation 1.74). They have a long longest correct streak (34 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
xuvy948,"The student answered 57 items with high accuracy (94.74% proportion correct). Their responses are moderate on average (mean response time 16.43 seconds) and highly variable in timing (response-time variance 946.50, coefficient of variation 1.87). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.91)."
ravy196,"The student answered 57 items with high accuracy (96.49% proportion correct). Their responses are moderate on average (mean response time 18.96 seconds) and moderately variable in timing (response-time variance 227.58, coefficient of variation 0.80). They have a long longest correct streak (39 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.93)."
loge702,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 16.35 seconds) and moderately variable in timing (response-time variance 189.74, coefficient of variation 0.84). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
viry492,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 21.94 seconds) and moderately variable in timing (response-time variance 264.08, coefficient of variation 0.74). They have a long longest correct streak (22 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
gowa049,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 18.73 seconds) and highly variable in timing (response-time variance 367.16, coefficient of variation 1.02). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
vyva107,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 15.78 seconds) and stable in timing (response-time variance 129.24, coefficient of variation 0.72). They have a long longest correct streak (26 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
duxo262,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 140.44, coefficient of variation 0.64). They have a long longest correct streak (24 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
peto053,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are fast on average (mean response time 14.44 seconds) and moderately variable in timing (response-time variance 160.83, coefficient of variation 0.88). They have a long longest correct streak (28 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
difi858,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are fast on average (mean response time 13.93 seconds) and moderately variable in timing (response-time variance 232.69, coefficient of variation 1.09). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
xoru423,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 20.42 seconds) and moderately variable in timing (response-time variance 205.67, coefficient of variation 0.70). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
wizy437,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are moderate on average (mean response time 17.78 seconds) and highly variable in timing (response-time variance 421.29, coefficient of variation 1.15). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
kuge219,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 19.01 seconds) and highly variable in timing (response-time variance 648.28, coefficient of variation 1.34). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
hazu473,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 19.48 seconds) and moderately variable in timing (response-time variance 255.84, coefficient of variation 0.82). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
gono087,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 25.89 seconds) and highly variable in timing (response-time variance 396.73, coefficient of variation 0.77). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
vury347,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are moderate on average (mean response time 16.67 seconds) and moderately variable in timing (response-time variance 252.63, coefficient of variation 0.95). They have a long longest correct streak (28 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
copo281,"The student answered 57 items with low accuracy (33.33% proportion correct). Their responses are fast on average (mean response time 12.95 seconds) and moderately variable in timing (response-time variance 183.32, coefficient of variation 1.05). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
heda014,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 16.48 seconds) and moderately variable in timing (response-time variance 313.63, coefficient of variation 1.07). They have a long longest correct streak (27 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
powu461,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 20.79 seconds) and moderately variable in timing (response-time variance 204.25, coefficient of variation 0.69). They have a long longest correct streak (40 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
peqa279,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 19.13 seconds) and moderately variable in timing (response-time variance 268.81, coefficient of variation 0.86). They have a long longest correct streak (38 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
lufy687,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 18.68 seconds) and highly variable in timing (response-time variance 743.22, coefficient of variation 1.46). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
koze985,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 21.78 seconds) and moderately variable in timing (response-time variance 325.47, coefficient of variation 0.83). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
hadi890,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are moderate on average (mean response time 17.19 seconds) and stable in timing (response-time variance 130.86, coefficient of variation 0.67). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
recu163,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are slow on average (mean response time 25.05 seconds) and highly variable in timing (response-time variance 959.27, coefficient of variation 1.24). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
xyzi642,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 25.92 seconds) and highly variable in timing (response-time variance 688.54, coefficient of variation 1.01). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
nejy388,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 25.44 seconds) and highly variable in timing (response-time variance 771.72, coefficient of variation 1.09). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
tezy480,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 11.21 seconds) and stable in timing (response-time variance 75.93, coefficient of variation 0.78). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
nawu690,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are moderate on average (mean response time 17.61 seconds) and moderately variable in timing (response-time variance 189.92, coefficient of variation 0.78). They have a long longest correct streak (21 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
mofe780,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are slow on average (mean response time 25.47 seconds) and highly variable in timing (response-time variance 1018.80, coefficient of variation 1.25). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
nily317,"The student answered 57 items with low accuracy (36.84% proportion correct). Their responses are slow on average (mean response time 32.35 seconds) and highly variable in timing (response-time variance 996.49, coefficient of variation 0.98). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
roho333,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are slow on average (mean response time 27.80 seconds) and highly variable in timing (response-time variance 659.90, coefficient of variation 0.92). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
xime971,"The student answered 57 items with low accuracy (49.12% proportion correct). Their responses are moderate on average (mean response time 14.67 seconds) and moderately variable in timing (response-time variance 172.65, coefficient of variation 0.90). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
muqo157,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are slow on average (mean response time 21.71 seconds) and highly variable in timing (response-time variance 492.31, coefficient of variation 1.02). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
riby296,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 17.60 seconds) and stable in timing (response-time variance 125.85, coefficient of variation 0.64). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
pala257,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are slow on average (mean response time 19.94 seconds) and moderately variable in timing (response-time variance 290.50, coefficient of variation 0.85). They have a long longest correct streak (31 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
tuby409,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 14.54 seconds) and moderately variable in timing (response-time variance 193.05, coefficient of variation 0.96). They have a long longest correct streak (22 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
hoxo855,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 24.59 seconds) and highly variable in timing (response-time variance 489.61, coefficient of variation 0.90). They have a short longest correct streak (10 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
qixy634,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are slow on average (mean response time 28.75 seconds) and highly variable in timing (response-time variance 1277.85, coefficient of variation 1.24). They have a long longest correct streak (40 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
niri091,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are moderate on average (mean response time 19.03 seconds) and highly variable in timing (response-time variance 448.18, coefficient of variation 1.11). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
lazi600,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 17.74 seconds) and stable in timing (response-time variance 144.86, coefficient of variation 0.68). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
qedo478,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are moderate on average (mean response time 18.59 seconds) and moderately variable in timing (response-time variance 199.84, coefficient of variation 0.76). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
ruhu758,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are slow on average (mean response time 20.51 seconds) and moderately variable in timing (response-time variance 220.97, coefficient of variation 0.72). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
cima563,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 26.35 seconds) and highly variable in timing (response-time variance 375.23, coefficient of variation 0.74). They have a long longest correct streak (29 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
lyzy104,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 22.33 seconds) and highly variable in timing (response-time variance 654.80, coefficient of variation 1.15). They have a short longest correct streak (8 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
xafy802,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are slow on average (mean response time 21.63 seconds) and moderately variable in timing (response-time variance 266.57, coefficient of variation 0.75). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
bacy598,"The student answered 57 items with low accuracy (24.56% proportion correct). Their responses are fast on average (mean response time 7.37 seconds) and stable in timing (response-time variance 108.91, coefficient of variation 1.42). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12)."
kexi927,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are fast on average (mean response time 12.65 seconds) and stable in timing (response-time variance 61.65, coefficient of variation 0.62). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
cumo221,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 19.28 seconds) and moderately variable in timing (response-time variance 231.72, coefficient of variation 0.79). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
